l_pre_spe,dpt,rec_mon,dep_mon,taux
34-Gériatrie,61,3166.3600000000006,20.0,0.006316401167270934
34-Gériatrie,62,22334.309999999987,0.0,0.0
34-Gériatrie,63,1419.6199999999997,69.39,0.04887927755314804
34-Gériatrie,64,394.93,0.0,0.0
34-Gériatrie,65,142.88,0.0,0.0
34-Gériatrie,66,52.25,0.0,0.0
34-Gériatrie,67,34047.87999999998,5477.22,0.16086816565377943
34-Gériatrie,68,429.49,64.0,0.1490139467740809
34-Gériatrie,69,16459.4,1217.11,0.07394619487952173
34-Gériatrie,71,230.19,0.0,0.0
34-Gériatrie,72,461.36,24.0,0.052020114444251774
34-Gériatrie,73,7.02,0.0,0.0
34-Gériatrie,74,3626.9000000000015,0.0,0.0
34-Gériatrie,75,72921.68999999993,23477.12,0.32194975185023855
34-Gériatrie,76,267.56999999999994,101.0,0.37747131591733013
34-Gériatrie,77,10824.919999999998,152.70000000000002,0.014106339815906265
34-Gériatrie,78,19190.539999999997,762.45,0.03973051305486975
34-Gériatrie,79,549.5699999999999,0.0,0.0
34-Gériatrie,80,1420.1599999999996,4.0,0.002816584046867959
34-Gériatrie,81,18180.71,439.05,0.024149221895074506
34-Gériatrie,82,583.73,0.0,0.0
34-Gériatrie,83,28324.409999999978,0.06999999999999999,2.4713665703892877e-06
34-Gériatrie,84,39527.989999999976,365.9799999999999,0.009258755631136319
34-Gériatrie,85,1036.2600000000002,0.0,0.0
34-Gériatrie,86,685.94,0.0,0.0
34-Gériatrie,88,164.22,69.12,0.42089879430032884
34-Gériatrie,89,152.36,47.0,0.30847991598844837
34-Gériatrie,90,70.0,0.0,0.0
34-Gériatrie,91,21983.60000000001,483.94,0.02201368292727305
34-Gériatrie,92,29305.430000000015,4087.0699999999997,0.13946459751656937
34-Gériatrie,93,40293.49000000001,209.42,0.005197365629038337
34-Gériatrie,94,33436.939999999995,357.7400000000002,0.01069894553748041
34-Gériatrie,95,14524.200000000004,222.0,0.015284834965092737
34-Gériatrie,971,12655.549999999996,611.4800000000001,0.04831714149128251
34-Gériatrie,972,131.26,0.0,0.0
34-Gériatrie,973,23.0,62.0,2.6956521739130435
34-Gériatrie,974,77.02000000000001,0.0,0.0
35-Néphrologie,01,27915.350000000013,257.03999999999996,0.00920783726516056
35-Néphrologie,02,10703.78,12.93,0.0012079844690380407
35-Néphrologie,03,2949.7799999999997,0.0,0.0
35-Néphrologie,04,18734.839999999997,128.79,0.006874358147707694
35-Néphrologie,05,3300.22,0.0,0.0
35-Néphrologie,06,59883.26999999996,2371.04,0.0395943641688238
35-Néphrologie,07,7855.969999999999,5.0,0.0006364586422809659
35-Néphrologie,08,4359.66,0.0,0.0
35-Néphrologie,09,10272.710000000001,0.01,9.734529642129487e-07
35-Néphrologie,10,8337.659999999996,0.01,1.1993772833145037e-06
35-Néphrologie,11,28082.270000000008,0.02,7.121931382327709e-07
35-Néphrologie,12,6223.340000000001,56.91,0.009144607236628561
35-Néphrologie,13,115492.57999999986,2138.260000000001,0.018514262994211435
35-Néphrologie,14,18644.04,0.01,5.363644360342501e-07
35-Néphrologie,15,19759.09000000001,4.0,0.0002024384726219678
35-Néphrologie,16,3834.8099999999995,7.0,0.0018253837869412046
35-Néphrologie,17,9135.189999999999,10.01,0.00109576264970953
35-Néphrologie,18,9387.550000000001,0.0,0.0
35-Néphrologie,19,3834.64,0.01,2.6078067302276095e-06
35-Néphrologie,21,39886.85000000003,2.05,5.13953846944544e-05
35-Néphrologie,22,2714.1000000000004,0.0,0.0
35-Néphrologie,23,1356.9,0.0,0.0
35-Néphrologie,24,28501.239999999998,0.16,5.613790838574041e-06
35-Néphrologie,25,2856.5600000000004,0.0,0.0
35-Néphrologie,26,8293.32,0.0,0.0
35-Néphrologie,27,7523.02,149.01,0.019807205085191848
35-Néphrologie,28,16284.649999999998,265.01,0.016273607354164814
35-Néphrologie,29,20986.460000000006,127.04,0.006053426828536112
35-Néphrologie,2A,25837.84999999999,32.01,0.001238880169983184
35-Néphrologie,2B,8701.07,0.01,1.149283938642029e-06
35-Néphrologie,30,36532.740000000005,36.21,0.0009911657324361653
35-Néphrologie,31,70560.35999999997,73.03,0.0010350003883200147
35-Néphrologie,32,10279.390000000001,0.02,1.9456407432736765e-06
35-Néphrologie,33,84384.06999999995,66.80000000000001,0.0007916186076353043
35-Néphrologie,34,67325.58999999992,17.01,0.0002526528174502447
35-Néphrologie,35,1124.41,0.0,0.0
35-Néphrologie,36,22566.649999999998,33.01,0.0014627780375022434
35-Néphrologie,37,25119.97000000002,269.01,0.010709009604708913
35-Néphrologie,38,12665.440000000006,1.0,7.895501459088666e-05
35-Néphrologie,39,6366.369999999998,0.0,0.0
35-Néphrologie,40,24807.340000000004,0.15000000000000002,6.046597498966032e-06
35-Néphrologie,41,29455.000000000033,5.189999999999999,0.00017620098455270727
35-Néphrologie,42,12649.529999999997,230.0,0.018182493736921455
35-Néphrologie,43,7314.16,0.0,0.0
35-Néphrologie,44,6318.800000000001,0.0,0.0
35-Néphrologie,45,36709.969999999994,41.89000000000001,0.0011411068982077625
35-Néphrologie,46,10186.960000000001,0.0,0.0
35-Néphrologie,47,6544.950000000001,0.0,0.0
35-Néphrologie,48,7857.930000000001,0.01,1.2725997813673574e-06
35-Néphrologie,49,24626.880000000012,0.01,4.060603698072998e-07
35-Néphrologie,50,2767.0199999999995,5.0,0.00180699814240591
35-Néphrologie,51,4779.55,0.0,0.0
35-Néphrologie,52,21487.920000000006,2.089999999999999,9.726395109438225e-05
35-Néphrologie,53,2338.9300000000003,27.0,0.011543740086278767
35-Néphrologie,54,49711.61,0.13,2.6150832773269665e-06
35-Néphrologie,55,4138.790000000001,0.0,0.0
35-Néphrologie,56,4504.06,23.0,0.005106503909805819
35-Néphrologie,57,27432.219999999998,-2.98,-0.00010863138309622773
35-Néphrologie,58,6501.57,3.0,0.0004614270091685547
35-Néphrologie,59,169846.6299999998,4144.9400000000005,0.024404016729681392
35-Néphrologie,60,33539.15999999999,92.05000000000001,0.002744552934539805
35-Néphrologie,61,4524.930000000001,75.0,0.016574842041755338
35-Néphrologie,62,62880.58999999995,51.56,0.0008199668609979652
35-Néphrologie,63,18022.05,7.01,0.000388967958695043
35-Néphrologie,64,52280.24999999999,0.0,0.0
35-Néphrologie,65,13233.569999999996,0.03,2.266961976246773e-06
35-Néphrologie,66,38219.57999999999,103.52999999999999,0.0027088209760546826
35-Néphrologie,67,36214.87,28.090000000000003,0.0007756482351034258
35-Néphrologie,68,26020.11000000001,2.52,9.684816858960238e-05
35-Néphrologie,69,80009.30999999991,101.61,0.0012699772064026064
35-Néphrologie,70,3165.160000000001,0.0,0.0
35-Néphrologie,71,9247.36,0.0,0.0
35-Néphrologie,72,8476.519999999999,432.0,0.05096431082566903
35-Néphrologie,73,3351.0599999999995,3.94,0.0011757473754573182
35-Néphrologie,74,27876.17,45.0,0.0016142820193735367
35-Néphrologie,75,91305.49999999996,7578.179999999999,0.08299806692915546
35-Néphrologie,76,67865.28999999998,26.020000000000003,0.0003834065985719653
35-Néphrologie,77,65069.100000000006,938.45,0.014422360229356177
35-Néphrologie,78,54188.57999999998,1090.8300000000002,0.020130256227419145
35-Néphrologie,79,1606.62,0.0,0.0
35-Néphrologie,80,23904.650000000005,10.04,0.0004200019661446621
35-Néphrologie,81,40346.659999999996,24.07,0.0005965797416688271
35-Néphrologie,82,40101.670000000006,0.04,9.974646941137362e-07
35-Néphrologie,83,67665.19000000002,286.69999999999993,0.004237038276254007
35-Néphrologie,84,29443.66999999999,170.0,0.005773736765831163
35-Néphrologie,85,2643.89,0.0,0.0
35-Néphrologie,86,3081.44,313.0,0.10157588659847344
35-Néphrologie,87,1839.59,0.0,0.0
35-Néphrologie,88,20752.17000000001,53.01,0.0025544316570267098
35-Néphrologie,89,14028.69,758.0,0.05403212987100007
35-Néphrologie,90,308.82,0.0,0.0
35-Néphrologie,91,60148.32999999995,1293.3100000000002,0.021502010113996536
35-Néphrologie,92,63287.99999999997,2965.1600000000008,0.04685185185185189
35-Néphrologie,93,84739.14999999997,712.02,0.008402491646423173
35-Néphrologie,94,85992.86,1481.16,0.017224220708556504
35-Néphrologie,95,57340.639999999956,305.18,0.005322228702016585
35-Néphrologie,971,64667.59000000003,284.0899999999999,0.00439308160393792
35-Néphrologie,972,53414.97999999999,735.4899999999999,0.01376935833356111
35-Néphrologie,973,32510.59999999999,143.7,0.004420096829956999
35-Néphrologie,974,51802.409999999974,0.0,0.0
35-Néphrologie,976,5155.89,0.0,0.0
36-Chirurgie dentaire spécialistes,01,27366.829999999984,13709.830000000005,0.5009652195742077
36-Chirurgie dentaire spécialistes,02,17843.9,8220.960000000001,0.46071542656033715
36-Chirurgie dentaire spécialistes,03,12531.830000000004,6247.36,0.4985193702755302
36-Chirurgie dentaire spécialistes,04,10024.880000000003,5065.46,0.5052888413626895
36-Chirurgie dentaire spécialistes,05,12213.560000000005,7672.43,0.6281894877496813
36-Chirurgie dentaire spécialistes,06,27314.800000000003,16633.42,0.6089526557031352
36-Chirurgie dentaire spécialistes,07,10257.97,6826.9400000000005,0.6655254402186789
36-Chirurgie dentaire spécialistes,08,16498.74,11342.43,0.6874724978998396
36-Chirurgie dentaire spécialistes,09,7856.37,4347.87,0.5534197091022953
36-Chirurgie dentaire spécialistes,10,11192.180000000008,4113.25,0.36751106576198717
36-Chirurgie dentaire spécialistes,11,13015.15,6495.08,0.49903996496390746
36-Chirurgie dentaire spécialistes,12,12925.630000000001,6776.860000000001,0.5242963012247759
36-Chirurgie dentaire spécialistes,13,45921.32999999997,15871.560000000003,0.3456250069412191
36-Chirurgie dentaire spécialistes,14,21861.84999999999,8544.29,0.3908310595855339
36-Chirurgie dentaire spécialistes,15,7150.380000000001,3455.06,0.48319949429261094
36-Chirurgie dentaire spécialistes,16,16504.47,11149.06,0.6755176022011006
36-Chirurgie dentaire spécialistes,17,16693.940000000013,7688.5599999999995,0.46055993971465053
36-Chirurgie dentaire spécialistes,18,9836.470000000001,5618.15,0.5711550993394987
36-Chirurgie dentaire spécialistes,19,11305.070000000002,7018.7,0.6208453375343982
36-Chirurgie dentaire spécialistes,21,16800.090000000004,7700.36,0.45835230644597724
36-Chirurgie dentaire spécialistes,22,26686.24,12011.02,0.450082889159357
36-Chirurgie dentaire spécialistes,23,6482.67,5593.949999999999,0.8629083386937788
36-Chirurgie dentaire spécialistes,24,14574.470000000008,6801.360000000001,0.4666625956209726
36-Chirurgie dentaire spécialistes,25,18122.040000000005,10617.210000000003,0.5858727825344167
36-Chirurgie dentaire spécialistes,26,17451.440000000006,7800.740000000001,0.44699692403606794
36-Chirurgie dentaire spécialistes,27,18783.579999999998,13190.95,0.7022596331476748
36-Chirurgie dentaire spécialistes,28,17877.14,9338.279999999999,0.5223587218089694
36-Chirurgie dentaire spécialistes,29,25648.81,13254.36,0.5167631558735084
36-Chirurgie dentaire spécialistes,2A,13623.810000000001,6506.53,0.47758519826685775
36-Chirurgie dentaire spécialistes,2B,13894.359999999999,7456.1900000000005,0.536634289020869
36-Chirurgie dentaire spécialistes,30,27486.220000000005,9470.500000000002,0.3445544712950708
36-Chirurgie dentaire spécialistes,31,32292.989999999983,11497.36,0.3560326869701445
36-Chirurgie dentaire spécialistes,32,10494.290000000003,6707.55,0.6391618680253737
36-Chirurgie dentaire spécialistes,33,37675.859999999986,16286.219999999998,0.43227201714838104
36-Chirurgie dentaire spécialistes,34,42929.11999999999,15500.66,0.36107565214474474
36-Chirurgie dentaire spécialistes,35,29961.649999999994,13287.869999999999,0.4434959356377236
36-Chirurgie dentaire spécialistes,36,10830.740000000003,2936.31,0.2711088992995861
36-Chirurgie dentaire spécialistes,37,17037.220000000012,7988.969999999999,0.46891276863244086
36-Chirurgie dentaire spécialistes,38,31954.529999999988,12898.900000000003,0.40366420660857816
36-Chirurgie dentaire spécialistes,39,12121.920000000004,6154.59,0.5077240239170031
36-Chirurgie dentaire spécialistes,40,17889.870000000014,5465.290000000001,0.30549635072809345
36-Chirurgie dentaire spécialistes,41,11392.780000000004,5814.34,0.5103530481585704
36-Chirurgie dentaire spécialistes,42,24541.029999999988,10359.570000000002,0.42213264887415103
36-Chirurgie dentaire spécialistes,43,10792.260000000006,5000.46,0.4633376141790503
36-Chirurgie dentaire spécialistes,44,31548.900000000012,11299.17,0.35814782765801645
36-Chirurgie dentaire spécialistes,45,20945.229999999992,12821.080000000002,0.6121240969901026
36-Chirurgie dentaire spécialistes,46,11247.970000000003,7467.07,0.6638593452863047
36-Chirurgie dentaire spécialistes,47,14176.190000000002,6575.5,0.463841130797485
36-Chirurgie dentaire spécialistes,48,5751.620000000001,3631.0,0.6313003988441517
36-Chirurgie dentaire spécialistes,49,18949.780000000002,12624.150000000001,0.6661897921770068
36-Chirurgie dentaire spécialistes,50,16160.88000000001,5738.219999999999,0.3550685358718087
36-Chirurgie dentaire spécialistes,51,19276.659999999993,10707.939999999999,0.555487309523538
36-Chirurgie dentaire spécialistes,52,11232.310000000003,5850.62,0.5208741567852025
36-Chirurgie dentaire spécialistes,53,10837.169999999995,6020.489999999999,0.5555407915535147
36-Chirurgie dentaire spécialistes,54,28327.719999999998,12228.540000000003,0.43168105304627424
36-Chirurgie dentaire spécialistes,55,16250.900000000003,7532.6,0.46351894356620243
36-Chirurgie dentaire spécialistes,56,28560.48,10806.72,0.37838019529083544
36-Chirurgie dentaire spécialistes,57,37637.59999999999,12223.31,0.32476326864624744
36-Chirurgie dentaire spécialistes,58,9916.110000000008,2333.25,0.2352989226622131
36-Chirurgie dentaire spécialistes,59,86092.68000000008,46465.23,0.5397117385589572
36-Chirurgie dentaire spécialistes,60,17044.450000000004,14832.45,0.8702216850646396
36-Chirurgie dentaire spécialistes,61,9190.990000000002,5696.74,0.6198178868652886
36-Chirurgie dentaire spécialistes,62,43012.93999999999,24317.670000000002,0.5653570762658867
36-Chirurgie dentaire spécialistes,63,25662.209999999985,14767.899999999996,0.5754726502510893
36-Chirurgie dentaire spécialistes,64,33343.99999999998,13347.0,0.40028190978886785
36-Chirurgie dentaire spécialistes,65,11632.200000000006,6657.2300000000005,0.5723104829696873
36-Chirurgie dentaire spécialistes,66,16457.249999999996,5807.18,0.3528645429825762
36-Chirurgie dentaire spécialistes,67,30960.899999999998,15411.52,0.49777364353103437
36-Chirurgie dentaire spécialistes,68,19623.339999999997,9193.640000000001,0.4685053614726139
36-Chirurgie dentaire spécialistes,69,38821.14000000001,22082.019999999997,0.5688143109656232
36-Chirurgie dentaire spécialistes,70,6793.29,3890.79,0.5727401597753077
36-Chirurgie dentaire spécialistes,71,24564.96,11786.390000000001,0.4798049742397302
36-Chirurgie dentaire spécialistes,72,18963.520000000008,11853.369999999999,0.6250616974063884
36-Chirurgie dentaire spécialistes,73,20017.559999999998,8891.449999999999,0.4441825077581883
36-Chirurgie dentaire spécialistes,74,22259.249999999993,13520.69,0.6074189381942341
36-Chirurgie dentaire spécialistes,75,48851.35999999997,36605.219999999994,0.7493183403696441
36-Chirurgie dentaire spécialistes,76,39401.34,22844.75,0.579796270888249
36-Chirurgie dentaire spécialistes,77,26019.45000000001,11442.150000000001,0.4397537226959062
36-Chirurgie dentaire spécialistes,78,29486.059999999994,17490.040000000005,0.593163006519013
36-Chirurgie dentaire spécialistes,79,7322.979999999997,4449.12,0.6075559403412275
36-Chirurgie dentaire spécialistes,80,21517.8,12794.13,0.5945835540808075
36-Chirurgie dentaire spécialistes,81,13702.310000000005,8302.37,0.6059102443310652
36-Chirurgie dentaire spécialistes,82,11087.850000000008,7381.199999999999,0.665701646396731
36-Chirurgie dentaire spécialistes,83,25425.77,11004.640000000001,0.4328144241059367
36-Chirurgie dentaire spécialistes,84,19318.280000000013,10292.740000000002,0.532797950956296
36-Chirurgie dentaire spécialistes,85,20636.510000000006,9985.130000000001,0.4838574933455317
36-Chirurgie dentaire spécialistes,86,13029.649999999998,7067.22,0.5423952293423079
36-Chirurgie dentaire spécialistes,87,22185.040000000008,9413.220000000001,0.4243048468697824
36-Chirurgie dentaire spécialistes,88,17440.679999999997,7614.200000000001,0.43657701419898776
36-Chirurgie dentaire spécialistes,89,11568.280000000002,11038.27,0.9541842002441157
36-Chirurgie dentaire spécialistes,90,11745.96,5152.6900000000005,0.43867763894990286
36-Chirurgie dentaire spécialistes,91,32010.96999999998,17476.48,0.5459528405418521
36-Chirurgie dentaire spécialistes,92,36845.46,25131.81999999999,0.6820872910800948
36-Chirurgie dentaire spécialistes,93,24519.140000000018,15632.379999999997,0.6375582504117187
36-Chirurgie dentaire spécialistes,94,30201.260000000002,17609.969999999994,0.5830872619221844
36-Chirurgie dentaire spécialistes,95,25083.139999999996,13989.349999999997,0.5577192488659712
36-Chirurgie dentaire spécialistes,971,20238.06000000001,10123.280000000002,0.5002100003656476
36-Chirurgie dentaire spécialistes,972,15016.050000000003,10375.92,0.6909886421528962
36-Chirurgie dentaire spécialistes,973,11372.58,11614.189999999999,1.0212449593671795
36-Chirurgie dentaire spécialistes,974,21442.290000000005,11789.810000000003,0.5498391263246604
36-Chirurgie dentaire spécialistes,976,626.49,973.1800000000001,1.5533847308017688
37-Anatomie-cytologie-pathologique,01,20022.830000000013,3817.2099999999987,0.19064288115116576
37-Anatomie-cytologie-pathologique,02,17792.09000000001,2331.24,0.13102676526478893
37-Anatomie-cytologie-pathologique,03,13107.249999999998,217.76,0.01661370615499056
37-Anatomie-cytologie-pathologique,04,10680.509999999997,106.44,0.00996581623911218
37-Anatomie-cytologie-pathologique,05,8672.750000000002,114.23,0.013171139488628173
37-Anatomie-cytologie-pathologique,06,31790.440000000013,2962.3099999999995,0.09318241584576993
37-Anatomie-cytologie-pathologique,07,12659.209999999997,91.0,0.00718844224876592
37-Anatomie-cytologie-pathologique,08,13757.01,59.75000000000001,0.004343240282590476
37-Anatomie-cytologie-pathologique,09,8294.150000000001,487.35,0.05875828143932771
37-Anatomie-cytologie-pathologique,10,13879.990000000002,2520.9799999999996,0.18162693200787602
37-Anatomie-cytologie-pathologique,11,13978.890000000001,1602.6699999999994,0.11464930334239695
37-Anatomie-cytologie-pathologique,12,9653.350000000002,1530.69,0.15856567927196255
37-Anatomie-cytologie-pathologique,13,32165.759999999995,2480.67,0.07712144839730199
37-Anatomie-cytologie-pathologique,14,16637.519999999997,454.3900000000001,0.02731116175968535
37-Anatomie-cytologie-pathologique,15,9606.029999999999,3268.7600000000007,0.3402820936432638
37-Anatomie-cytologie-pathologique,16,12255.430000000002,3583.5999999999995,0.2924091606740848
37-Anatomie-cytologie-pathologique,17,22701.530000000006,8515.670000000002,0.3751143645384254
37-Anatomie-cytologie-pathologique,18,9569.980000000003,1546.44,0.16159281419605886
37-Anatomie-cytologie-pathologique,19,9703.19,231.79,0.023888020331458003
37-Anatomie-cytologie-pathologique,21,11447.34,5680.699999999999,0.49624628953101757
37-Anatomie-cytologie-pathologique,22,19346.4,177.51,0.009175350452797418
37-Anatomie-cytologie-pathologique,23,5139.4000000000015,91.13,0.017731641825894068
37-Anatomie-cytologie-pathologique,24,15669.620000000004,4313.579999999999,0.2752829998430082
37-Anatomie-cytologie-pathologique,25,15212.079999999998,5269.580000000001,0.3464075918612051
37-Anatomie-cytologie-pathologique,26,18364.950000000004,103.47,0.00563410191696683
37-Anatomie-cytologie-pathologique,27,16890.530000000002,1231.04,0.07288344415480152
37-Anatomie-cytologie-pathologique,28,9145.729999999998,1869.88,0.2044538817568418
37-Anatomie-cytologie-pathologique,29,21780.84,216.45,0.009937633259323331
37-Anatomie-cytologie-pathologique,2A,12978.910000000002,317.89,0.024492811800066412
37-Anatomie-cytologie-pathologique,2B,10811.270000000006,170.56,0.015776129908882112
37-Anatomie-cytologie-pathologique,30,26044.609999999997,718.4399999999999,0.02758497823541992
37-Anatomie-cytologie-pathologique,31,33196.1,2004.87,0.060394745165847794
37-Anatomie-cytologie-pathologique,32,10579.24,645.3800000000001,0.06100438216733906
37-Anatomie-cytologie-pathologique,33,34012.360000000015,12079.140000000005,0.35513971979598
37-Anatomie-cytologie-pathologique,34,26513.15,1091.2899999999997,0.041160329874043625
37-Anatomie-cytologie-pathologique,35,23948.08,535.54,0.022362544304178035
37-Anatomie-cytologie-pathologique,36,6047.219999999999,200.94999999999996,0.033230145422194
37-Anatomie-cytologie-pathologique,37,18298.320000000007,2509.9899999999993,0.13717051620039428
37-Anatomie-cytologie-pathologique,38,23630.170000000006,5472.74,0.23159968802594305
37-Anatomie-cytologie-pathologique,39,12671.02,2912.95,0.22989072702907892
37-Anatomie-cytologie-pathologique,40,12914.939999999997,4726.3499999999985,0.36595988831539283
37-Anatomie-cytologie-pathologique,41,13183.450000000003,1121.55,0.08507257205056337
37-Anatomie-cytologie-pathologique,42,17567.39,2361.8999999999996,0.1344479743433714
37-Anatomie-cytologie-pathologique,43,7276.8600000000015,1005.3100000000001,0.13815162034174078
37-Anatomie-cytologie-pathologique,44,24502.08,5073.04,0.20704527942117565
37-Anatomie-cytologie-pathologique,45,14923.400000000009,2810.6400000000003,0.18833777825428513
37-Anatomie-cytologie-pathologique,46,8797.470000000001,571.18,0.0649254842585425
37-Anatomie-cytologie-pathologique,47,12799.659999999996,2531.0499999999997,0.19774353381261695
37-Anatomie-cytologie-pathologique,48,6170.4400000000005,376.8,0.06106533731792222
37-Anatomie-cytologie-pathologique,49,18088.52,1131.7199999999998,0.06256564937319359
37-Anatomie-cytologie-pathologique,50,12881.190000000002,528.21,0.041006304541738765
37-Anatomie-cytologie-pathologique,51,16474.710000000003,447.73,0.027176806147118822
37-Anatomie-cytologie-pathologique,52,9112.159999999998,1620.5999999999997,0.17785025723867887
37-Anatomie-cytologie-pathologique,53,8284.059999999998,73.28,0.008845904061535048
37-Anatomie-cytologie-pathologique,54,25107.989999999998,5448.520000000002,0.21700343197523986
37-Anatomie-cytologie-pathologique,55,12340.060000000001,2632.87,0.2133595784785487
37-Anatomie-cytologie-pathologique,56,16967.36,329.56,0.019423174848650585
37-Anatomie-cytologie-pathologique,57,31380.44999999998,3254.9400000000005,0.10372508998436933
37-Anatomie-cytologie-pathologique,58,8409.289999999997,3329.139999999998,0.39588835680539014
37-Anatomie-cytologie-pathologique,59,72416.54999999999,4889.04,0.06751274397910423
37-Anatomie-cytologie-pathologique,60,19499.930000000026,5863.640000000001,0.3007005666174183
37-Anatomie-cytologie-pathologique,61,12063.530000000002,277.13000000000005,0.022972546178440308
37-Anatomie-cytologie-pathologique,62,34274.75999999999,534.8900000000001,0.01560594443257955
37-Anatomie-cytologie-pathologique,63,22006.569999999996,278.36,0.01264894983634433
37-Anatomie-cytologie-pathologique,64,18726.15000000001,2679.7599999999993,0.14310255978938533
37-Anatomie-cytologie-pathologique,65,12303.970000000003,312.96999999999997,0.02543650545311797
37-Anatomie-cytologie-pathologique,66,18327.870000000006,5298.26,0.28908214647965086
37-Anatomie-cytologie-pathologique,67,22516.44000000002,2194.5599999999995,0.09746478572989324
37-Anatomie-cytologie-pathologique,68,21162.380000000005,216.55999999999997,0.010233253537645573
37-Anatomie-cytologie-pathologique,69,27768.919999999995,2210.2499999999995,0.0795943810562312
37-Anatomie-cytologie-pathologique,70,11939.51,3535.2600000000007,0.29609757854384317
37-Anatomie-cytologie-pathologique,71,16687.709999999995,4174.590000000001,0.25015954855399586
37-Anatomie-cytologie-pathologique,72,11787.699999999999,388.97,0.032997955495983104
37-Anatomie-cytologie-pathologique,73,11521.400000000003,4766.210000000001,0.41368323294044124
37-Anatomie-cytologie-pathologique,74,22107.640000000007,11581.790000000006,0.5238817892818954
37-Anatomie-cytologie-pathologique,75,47208.96,18979.999999999985,0.402042324168971
37-Anatomie-cytologie-pathologique,76,36478.720000000016,531.9200000000001,0.01458165198778904
37-Anatomie-cytologie-pathologique,77,24135.020000000004,4648.749999999999,0.19261430071323737
37-Anatomie-cytologie-pathologique,78,23129.070000000014,7393.260000000004,0.31965228173895444
37-Anatomie-cytologie-pathologique,79,13665.320000000005,3257.97,0.23841154103965356
37-Anatomie-cytologie-pathologique,80,21621.410000000007,605.3899999999999,0.027999561545708613
37-Anatomie-cytologie-pathologique,81,13568.210000000003,308.74,0.022754659605062122
37-Anatomie-cytologie-pathologique,82,13526.61,2567.5399999999995,0.1898140036564963
37-Anatomie-cytologie-pathologique,83,22623.680000000004,4736.680000000001,0.20936823717450037
37-Anatomie-cytologie-pathologique,84,18726.43999999998,2045.5899999999997,0.10923539124361073
37-Anatomie-cytologie-pathologique,85,15168.769999999999,3118.2999999999993,0.20557368857198044
37-Anatomie-cytologie-pathologique,86,14076.93,765.77,0.05439893499505929
37-Anatomie-cytologie-pathologique,87,16446.580000000005,234.06999999999996,0.014232138231778272
37-Anatomie-cytologie-pathologique,88,18079.229999999996,3421.21,0.18923427601728618
37-Anatomie-cytologie-pathologique,89,10328.849999999997,5963.81,0.5773934174666108
37-Anatomie-cytologie-pathologique,90,7914.279999999999,275.82,0.034850927690200505
37-Anatomie-cytologie-pathologique,91,26075.020000000015,7031.970000000001,0.26968224760709664
37-Anatomie-cytologie-pathologique,92,27748.3,10388.450000000003,0.374381493641052
37-Anatomie-cytologie-pathologique,93,36417.78000000002,7026.320000000004,0.19293652715788828
37-Anatomie-cytologie-pathologique,94,29613.320000000003,8429.860000000004,0.2846644685567172
37-Anatomie-cytologie-pathologique,95,25021.390000000007,6713.670000000001,0.26831722777991146
37-Anatomie-cytologie-pathologique,971,18866.36,447.60000000000014,0.023724767257701014
37-Anatomie-cytologie-pathologique,972,11834.26,182.84999999999997,0.01545090271804067
37-Anatomie-cytologie-pathologique,973,7036.609999999999,41.07,0.005836617348410671
37-Anatomie-cytologie-pathologique,974,24252.40000000001,277.17,0.011428559647704966
37-Anatomie-cytologie-pathologique,976,2989.6299999999997,43.47,0.014540260834952821
38-Médecin biologiste,01,2043.05,0.0,0.0
38-Médecin biologiste,02,1399.3699999999997,0.0,0.0
38-Médecin biologiste,03,477.88000000000005,0.0,0.0
38-Médecin biologiste,04,280.37,0.0,0.0
38-Médecin biologiste,05,914.3300000000002,0.0,0.0
38-Médecin biologiste,06,9152.479999999992,0.0,0.0
38-Médecin biologiste,07,3023.1000000000004,0.0,0.0
38-Médecin biologiste,08,828.85,0.0,0.0
38-Médecin biologiste,09,4055.579999999999,0.0,0.0
38-Médecin biologiste,10,2067.140000000001,0.0,0.0
38-Médecin biologiste,11,1493.6499999999996,0.0,0.0
38-Médecin biologiste,12,2652.3200000000006,0.0,0.0
38-Médecin biologiste,13,22030.43000000002,7.0,0.0003177423227780844
38-Médecin biologiste,14,2078.25,0.0,0.0
38-Médecin biologiste,15,84.34,0.0,0.0
38-Médecin biologiste,16,1492.5499999999995,0.0,0.0
38-Médecin biologiste,17,5395.829999999997,3.0,0.0005559848994501313
38-Médecin biologiste,18,5348.039999999998,0.0,0.0
38-Médecin biologiste,19,4673.97,0.0,0.0
38-Médecin biologiste,21,533.3799999999999,0.0,0.0
38-Médecin biologiste,22,2945.46,0.0,0.0
38-Médecin biologiste,23,2730.4000000000015,0.0,0.0
38-Médecin biologiste,24,3031.3799999999997,0.0,0.0
38-Médecin biologiste,25,4621.2,0.0,0.0
38-Médecin biologiste,26,2165.8900000000003,0.0,0.0
38-Médecin biologiste,27,3469.2800000000007,5.76,0.0016602868606742606
38-Médecin biologiste,28,4311.39,0.05,1.1597187913874644e-05
38-Médecin biologiste,29,6305.589999999999,0.0,0.0
38-Médecin biologiste,2A,1349.8999999999992,0.0,0.0
38-Médecin biologiste,2B,1135.87,0.0,0.0
38-Médecin biologiste,30,4915.400000000001,0.0,0.0
38-Médecin biologiste,31,9253.059999999996,0.01,1.0807235660419368e-06
38-Médecin biologiste,32,1907.92,0.02,1.04826198163445e-05
38-Médecin biologiste,33,8691.590000000002,32.51,0.003740397326611125
