product_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Arroz Branco aro,Não Contém Glúten,,,,,,,,,,,,,
Guaraná Antartica,Não contém glúten,Contém aromatizante,,,,,,,,,,,,
Clube Social Original,Glúten,Trigo,,,,,,,,,,,,
Clube Social Integral,Glúten,Trigo,,,,,,,,,,,,
knorr Sopa de Carne com + Macarrão,Glúten,Soja,,,,,,,,,,,,
Quaker Cookie de Aveia,Glúten,Canela,,,,,,,,,,,,
Quaker Cereal Mix Iogurte com Frutas Vermelhas,Glúten,,,,,,,,,,,,,
Toddynho Sabor Chocolate Tradicional,Contém Glúten,,,,,,,,,,,,,
Coca-Cola,Não contém glúten,,,,,,,,,,,,,
Qualitá Creme De Leite,Não contém Glúten,,,,,,,,,,,,,
Qualitá Macarrão Instantâneo Carne,Soja,,,,,,,,,,,,,
Qualitá Macarrão Instantâneo Legumes,Glúten,,,,,,,,,,,,,
Qualitá Macarrão Instantâneo 4 Queijos,Leite,,,,,,,,,,,,,
Qualitá Leite UHT Semidesnatado,Não contém Glúten,,,,,,,,,,,,,
taeq Sopa Instantânea de Cebola,Não contém Glúten,,,,,,,,,,,,,
"Figo, castanha-do-para e cacau com chocolate meio amargo",gluten,castanha de caju,leite,,,,,,,,,,,
Pullman Integral 12 Grãos,glúten,leite,,,,,,,,,,,,
Pingüinos,Glúten,Nozes,,,,,,,,,,,,
Itambé Leite Condensado,Não Contém Glúten,,,,,,,,,,,,,
Verinha Paçoca Rolha,Não Contém Glúten,,,,,,,,,,,,,
Wickbold Tradicional,Glúten,,,,,,,,,,,,,
Wickbold Light Linhaça Integral,Glúten,Linhaça,,,,,,,,,,,,
Danubio Queijo Cremoso Ervas Finas,Não contém Glúten,,,,,,,,,,,,,
Quero Ketchup Tradicional,Não contém glúten,,,,,,,,,,,,,
Quero Milho Verde,Não Contém Gluten,,,,,,,,,,,,,
Ricota Fresca Cristina,Não Contém Glúten,,,,,,,,,,,,,
Paladar Manjar de Coco,Não contém Glúten,,,,,,,,,,,,,
Paladar Massa Salgada,Glúten,,,,,,,,,,,,,
Caju Izzy,Acidulante Ácido Cítrico,Não Contém Glúten,,,,,,,,,,,,
Manteiga Aviação,Não Contém Glúten,Urucum,,,,,,,,,,,,
Mãe Terra Guaraná em Pó,Não Contem Glúten,Cafeína,,,,,,,,,,,,
Trato Mix Completo,glúten,,,,,,,,,,,,,
Água Mineral Natural Passa Quatro Sem Gás,Não Contém Glúten,,,,,,,,,,,,,
Golden Bytes Crocantes,castanha de cajú,amendoim,avelã,glúten,,,,,,,,,,
Trio Light Banana com Aveia e Mel,Glúten,,,,,,,,,,,,,
Kim Pão de Forma,Glúten,,,,,,,,,,,,,
Kim Bisnaguinhas,Contém Glúten,,,,,,,,,,,,,
Chokko Snack Black,Glúten,Trigo,Cevada,Leite,Soja,Amendoim,Amêndoa,Avelã,Castanha de Caju,Nozes,,,,
Ovomaltine Flocos Crocantes,Glúten,,,,,,,,,,,,,
Limonada DoBem,Não contém glúten,,,,,,,,,,,,,
Água de coco DoBem,Não contém glúten,,,,,,,,,,,,,
Guarana Natural zero sodio sem co conservantes sem ingredientes artificials,Gluten,,,,,,,,,,,,,
Biscoitos Amanteigados,Glútem,,,,,,,,,,,,,
Mini crackers,soja,oeufs,lait,sésame,,,,,,,,,,
Rigatoni - 500 g - Garofalo,Gluten,,,,,,,,,,,,,
Pappardelle - 500 g - Garofalo,Gluten,,,,,,,,,,,,,
Radiatori - 500 g - Garofalo,Gluten,,,,,,,,,,,,,
Monte Pietroso Rosso 2010 (et 2012),sulfites,,,,,,,,,,,,,
Maracas Cioccolato Fondente,lait,fruits à coque,oeuf,gluten,,,,,,,,,,
Smarties Fun Cones,fruits à coque,oeuf,,,,,,,,,,,,
Crunch noisettes,Autres fruits à coque,,,,,,,,,,,,,
Crunch,Fruits à coque,,,,,,,,,,,,,
La Truffe 70% Cacao,fruits à coque,œuf,céréales contenant du gluten,,,,,,,,,,,
Nestlé Grand Chocolat - La Truffe LAIT Fondant ultime,fruits à coque,gluten,,,,,,,,,,,,
Fines gaufrettes 16 pièces Ferrero,amandes,,,,,,,,,,,,,
Calendrier de l'Avent,Gluten,fruits à coque,,,,,,,,,,,,
"gressins artisanaux biologiques avec huile d'olive extra vierge, Romarin",sésame,noisette,,,,,,,,,,,,
"Beignets de légumes (courgette, chou-fleur, épinard, artichaut) préfrits, surgelés",oeuf,poisson,crustacé,mollusque,soja,lait,céleri,,,,,,,
Helado de hielo &quot;Calippo&quot; Lima-Limón ,Leche,,,,,,,,,,,,,
Sun Dried Tomato Pesto (Pesto Rosso),Nuts,Milk,Egg,Sulphites,,,,,,,,,,
Sacla Olives tomates,noyaux,fragments de noyaux,,,,,,,,,,,,
La colomba,Fruits à coque,Soja,Cacahuète,,,,,,,,,,,
Baci di Dama,fruits à coque,lait,,,,,,,,,,,,
Riz noir Venere Gallo,gluten,soja et leurs dérivés,,,,,,,,,,,,
Risotto aux cèpes Gallo,gluten,lait,poissons,crustacés,mollusques et produits dérivés,,,,,,,,,
Nocciolata,Fruits à coque,,,,,,,,,,,,,
Mix Max,fruits à coque,,,,,,,,,,,,,
Cappelletti Jambon cru & Fromage,crustacés,poissons,fruits à coques,céléri,mollusques,,,,,,,,,
Raviolis aux cèpes,fruits à coques,céleri,,,,,,,,,,,,
Sauce gorgonzola,fruits à coque,céleri,gluten,oeuf,poisson,crustacés,mollusques,,,,,,,
Cappelletti Jambon Cru,Crustacés,Poissons,Fruits à coque,Céleri,Mollusques,,,,,,,,,
Tortellini Ricotta & Épinards,Crustacés,Poissons,Fruits à coque,Céléri,Mollusques,,,,,,,,,
"Tortellini Pesto, Basilic & Pignons - 250 g - Giovanni Rana",crustacés,poissons,fruits à coque,céleri,moutarde,,,,,,,,,
Ravioli Fromages Italiens - 250 g - Giovanni Rana,crustacés,poissons,fruits à coque,céleri,mollusques,,,,,,,,,
Pur Plaisir - Grand ravioli aux cèpes & champignons émincés - 250 g - Giovanni Rana,crustacés,poissons,fruits à coque,céleri,mollusque,,,,,,,,,
Pur Plaisir - Grand ravioli Gorgonzola aux Eclats de noix - Giovanni Rana,crustacés,poissons,fruits à coque,céleri,mollusques,,,,,,,,,
Ovetti assortiti,fruit sec à coque,,,,,,,,,,,,,
CiocoSoffice,fruits à coque,,,,,,,,,,,,,
Tahin purée de sésame bio,fruits à coque,,,,,,,,,,,,,
Macedonia di Frutta in Sciroppo,noyaux,,,,,,,,,,,,,
Lindor,Noisettes,Amande,,,,,,,,,,,,
Lindor Noir,noisette,amande,,,,,,,,,,,,
Lindor,Noisette,Amande,,,,,,,,,,,,
Mini oeufs,Fruits à coques,Oeuf,Gluten,,,,,,,,,,,
Gnocchetti sardi 27A - 500 g - La Molisana,Oeufs,,,,,,,,,,,,,
Yogurt di centrale,Latte,,,,,,,,,,,,,
Mon Chéri,leite,,,,,,,,,,,,,
Jambon rôti aux herbes (cuit au four),lait,,,,,,,,,,,,,
Jambon cuit nature tranché,Dérivés de lait,,,,,,,,,,,,,
Tagliatelle aux oeufs,gluten,oeuf,crustacés,poisson,fruits à coque,céleri,produits à base de lait,mollusques,,,,,,
Panpepato,uovo,soia,altra frutta a guscio,latte e derivati del latte,,,,,,,,,,
Gardesani,Lait,Soja,Noix,,,,,,,,,,,
"Lambrusco, Grasparossa di Castelvetro",solfiti,,,,,,,,,,,,,
Montepulciano d'Abruzzo,Contains sulphites,,,,,,,,,,,,,
Wafers alla Nocciola,fruits à coque,,,,,,,,,,,,,
Wafers alla Vaniglia,fruits à coque,,,,,,,,,,,,,
Sfornatini,Sésame,,,,,,,,,,,,,
Pan carré,soja,,,,,,,,,,,,,
Salinis,Sésame,,,,,,,,,,,,,
MixC Mix Pâtisserie,Lupine,,,,,,,,,,,,,
Choco Chip Cookies,lait,lupin,,,,,,,,,,,,
Wraps,Protéines de lait,,,,,,,,,,,,,
Gelée Bonne Maman Mûres,gélifiant : pectine de fruits,,,,,,,,,,,,,
Pasta - Macarrones integrales ecológicos &quot;Castagno&quot;,Cereales,Sésamo,Soja,,,,,,,,,,,
Lentejas rojas ecológicas &quot;La Finestra sul Cielo&quot;,Soja,Frutos con cáscara,Sésamo,Gluten,,,,,,,,,,
Snacky,œuf,fruits à coque,céleri,sésame,,,,,,,,,,
Le Bon Frollini  ,Puó contenere tracce di frutta a guscio e soia,,,,,,,,,,,,,
Mélange de fruits au sirop léger,peau,noyaux,,,,,,,,,,,,
Grisbi Lemon Cream,Arachide,Fruits à coque,,,,,,,,,,,,
Balconi - Trancetto,autres fruits à coque,,,,,,,,,,,,,
Gli Irresistibili Citterio,Sans gluten,,,,,,,,,,,,,
Yogurt intero ai cereali,Glutine,,,,,,,,,,,,,
Mentos PURE FRESH,phénylalanine,,,,,,,,,,,,,
Chewing-gum ,Feninalanina,,,,,,,,,,,,,
Mezze maniche rigate n°84,Oeufs,,,,,,,,,,,,,
Spaghetti N° 5 - 1 kg - Barilla,oeuf,,,,,,,,,,,,,
Penne Rigate n.73 - Barilla,oeufs,,,,,,,,,,,,,
Capellini n°1 - 500 g - Barilla,oeufs,,,,,,,,,,,,,
Spaghetti N°5 - 500 g - Barilla,Oeuf,,,,,,,,,,,,,
Bucatini n.9,oeufs,,,,,,,,,,,,,
Penne Rigate n. 73 - 500 g -  Barilla,Oeuf,,,,,,,,,,,,,
Pipe Rigate n. 91 - 500 g - Barilla,Oeuf,,,,,,,,,,,,,
Conchiglie Rigate - 500 - Barilla,oeufs,,,,,,,,,,,,,
Fusilli,oeufs,,,,,,,,,,,,,
Spaghetti,Uovo,,,,,,,,,,,,,
Maccheroni n. 44 - 500 g - Barilla,Œufs,,,,,,,,,,,,,
Farfalle n. 65 - 500 g - Barilla,Oeufs,,,,,,,,,,,,,
Coquillettes N° 32 Barilla,Œufs,,,,,,,,,,,,,
Spaghettoni n.7 - 500 g - Barilla,Oeufs,,,,,,,,,,,,,
Pan di Stelle,Frutta a guscio,Mais,Latte,Nocciole,Uova,soia,,,,,,,,
Mezze Penne Tricolore n. 170  - 500 g - Barilla,œufs,,,,,,,,,,,,,
Girandole Torsades n. 34 - 500 g - Barilla,oeufs,,,,,,,,,,,,,
Gnocchetti Sardi - 500 g - Barilla,oeufs,,,,,,,,,,,,,
Barilla i Pesti alla GENOVESE,oeufs,autres fruits à coque,,,,,,,,,,,,
Pesto alla Genovese au basilic frais,oeuf,fruits à coque,,,,,,,,,,,,
Baiocchi,fruits à coque,sésame,soja,arachides,,,,,,,,,,
Mini Farfalle Piccolini ® - 500 g - Barilla,Oeufs,,,,,,,,,,,,,
Mini gnocchi -500 g - Piccolini ®  Barilla,oeufs,,,,,,,,,,,,,
Mini Pipe Rigate n° 20 Piccolini ,Oeuf,,,,,,,,,,,,,
Pesto Rosso Barilla,oeufs,fruits à coque,,,,,,,,,,,,
Castellane Parmigiane - 500 g - Barilla,oeufs,,,,,,,,,,,,,
Tagliatelle Bolognesi Barilla,oeuf,,,,,,,,,,,,,
Tenezze,arachides,fruits à coque,sésame,seigle,soja,,,,,,,,,
Sauce ricotta,oeufs,,,,,,,,,,,,,
Capellini n.1 (Lot de 3 x 500 g) - Barilla,oeufs,,,,,,,,,,,,,
Farfalle - 1 kg - Barilla,œufs,,,,,,,,,,,,,
Cellentani n. 297 - 500 g - Barilla,oeufs,,,,,,,,,,,,,
Pesto rosso (lot de 2) Barilla,fruits à coque,,,,,,,,,,,,,
Mini Farfalle aux carottes et potiron - 400 g - Piccolini ®  Barilla,oeufs,,,,,,,,,,,,,
Mini Penne Rigate aux courgettes et épinards Piccolini ®,oeufs,,,,,,,,,,,,,
Girandole Torsades n. 34 - 500 g - Barilla,Oeufs,,,,,,,,,,,,,
Penne pomodoro e basilico,céleri,poisson,mollusques,crustacés,oeufs,lait,,,,,,,,
Gemelli alla bolognese - 300 g - Barilla,Poissons,Mollusques,Crustacés,Oeufs,Lait,Céleri,,,,,,,,
Fusilli aux légumes Barilla,céleri,poisson,crustacés,oeufs,,,,,,,,,,
Gemelli pomodoro e ricotta,céleri,poisson,crustacés,mollusques.,,,,,,,,,,
Farfalle Tricolore n. 165 - 500 g - Barilla,oeufs,,,,,,,,,,,,,
Pesto basilic et roquette,autres fruits à coque,,,,,,,,,,,,,
Penne Rigate n.73 Barilla,oeufs,,,,,,,,,,,,,
Penne Rigate (Lot de 3 x 500 g) Barilla,oeufs,,,,,,,,,,,,,
Maxi Jac' complet,lait,oeuf,sésame,soja,,,,,,,,,,
Icantuccini,soja,fruits à coque,,,,,,,,,,,,
Chewing gum Mentos,phénylalanine,,,,,,,,,,,,,
Purée de pommes de terre en flocons,Sulfites,,,,,,,,,,,,,
Artisan,contient du gluten,,,,,,,,,,,,,
Muffins,lait,soja,,,,,,,,,,,,
Barre de Chocolat aux Amandes NewTree,Fruits à coque,Gluten,,,,,,,,,,,,
Barre de Chocolat au Citron Vert NewTree,Fruits à coque sans OGM,,,,,,,,,,,,,
Barre Chocolat Quinoa NewTree,Lait,Fruits à coque,Gluten sans OGM,,,,,,,,,,,
Galletas cookies &quot;Chips Ahoy!&quot; Big & Chunky,Huevo,Leche,Frutos secos,,,,,,,,,,,
Natillas caseras en poudre,huevo,leche,trigo,,,,,,,,,,,
Oreo,Blé,Gluten,Soja,Lait,,,,,,,,,,
Galletas &quot;Cuétara Campurrianas&quot; ,Leche,,,,,,,,,,,,,
Choco Flakes de Cuétara,huevo,leche,frutos de cáscara,,,,,,,,,,,
Chocolate en polvo &quot;Cola Cao&quot; Original,Leche,,,,,,,,,,,,,
Guacamole finement épicé,Lait,Blé,Sulfites,,,,,,,,,,,
Kit pour Fajitas Tomates et poivrons,blé,,,,,,,,,,,,,
Kit pour Crousti' Fajitas avec Chapelure Croustillante,ingrédients à base de blé,,,,,,,,,,,,,
Kit pour Fajitas aux épices douces,blé,orge,lait,moutarde,,,,,,,,,,
Kit pour tacos avec panadillas,blé,,,,,,,,,,,,,
Tortilla Chips,blé,gluten,,,,,,,,,,,,
Tableta de chocolate negro &quot;Atlántic&quot; 45% cacao,Leche,Frutos secos,,,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;Atlántic&quot; 45% cacao,Leche,Otros frutos secos,,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Atlántic&quot; 60% cacao,Leche,Frutos secos,,,,,,,,,,,,
Tableta de chocolate negro &quot;Atlántic&quot; 50% cacao,Leche,Frutos de cáscara,Cereales,,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;Atlántic&quot; 50% cacao,Leche, Otros frutos secos,Cereales,,,,,,,,,,,
Nesquik petit,arachide,fruits à coque,,,,,,,,,,,,
Tableta de chocolate negro &quot;Nestlé&quot; Extrafino 49% cacao (300 g),Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro &quot;Nestlé&quot; Extrafino 49% cacao (150 g),Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro &quot;Dolca&quot; 44% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro &quot;Valor&quot; 52% cacao,Leche,Avellanas,Almendras,,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;Valor&quot; 52% cacao,Leche,Avellana,,,,,,,,,,,,
Tableta de chocolate negro a la taza &quot;Valor&quot; 38% cacao,Almendra,Avellana,Leche,,,,,,,,,,,
Tableta de chocolate negro con avellanas &quot;Valor&quot; 52% cacao,Leche,Almendra,,,,,,,,,,,,
Tableta de chocolate negro &quot;Valor&quot; 70% cacao (300 g),Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro &quot;El Corte Inglés&quot; 52% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;El Corte Inglés&quot; 70% cacao,Avellana,Leche,,,,,,,,,,,,
Tableta de chocolate negro con avellanas &quot;El Corte Inglés&quot; 52% de cacao,Leche,,,,,,,,,,,,,
Tableta de chocolate negro para cobertura &quot;El Corte Inglés&quot; 52% cacao,Almendras,Avellanas,Leche,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Valor&quot; 52% cacao,Almendra,Avellana,Leche,,,,,,,,,,,
Tableta de chocolate negro con almendras edulcorado &quot;Valor&quot; 52% cacao,Avellanas,Leche,,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Valor&quot; 70% cacao,Almendra,Avellana,Leche,,,,,,,,,,,
Tableta de chocolate negro &quot;Valor&quot; 70% cacao (200 g),Almendras,Avellanas,Leche,,,,,,,,,,,
Tableta de chocolate negro &quot;Valor&quot; 70% cacao con naranja,Frutos secos,Leche,,,,,,,,,,,,
IBERICOS CRIANZA 2010 Rioja,Sulfitos,,,,,,,,,,,,,
Tableta de chocolate negro &quot;Lindt&quot; 52% cacao,Avellanas,Almendras,Leche,,,,,,,,,,,
Bebida de almendras &quot;ViveSoy&quot;,Gluten,Soja,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas aguasal &quot;Borges&quot; (500 g),Cacahuetes,Frutos secos,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas aguasal &quot;Borges&quot; (350 g),Cacahuetes,Frutos secos,,,,,,,,,,,,
Milka Éclats de noisettes,lait,noisettes,soja,fruits secs à coques,blé,,,,,,,,,
Turrón de chocolate con frambuesa &quot;Virginias&quot;,Gluten,Huevo,Soja,Leche,Frutos secos de cáscara,,,,,,,,,
Mini tabletas de chocolate negro rellenas con naranja y frambuesa &quot;Virginias&quot;,Gluten,Huevo,Soja,Leche,Frutos secos de cáscara,,,,,,,,,
Turrón de chocolate con naranja &quot;Virginias&quot;,Gluten,Huevo,Soja,Leche,Frutos secos de cáscara,,,,,,,,,
Pasta de almendra &quot;Delaviuda&quot;,Huevo,,,,,,,,,,,,,
Tableta de chocolate negro &quot;La Campana de Elgorriaga&quot; 50% cacao,Cacahuete,Frutos de cáscara,Gluten,Leche,,,,,,,,,,
Polvorones de aceite de oliva &quot;La Estepeña&quot;,Otros frutos de cáscara,Sésamo,Soja,Leche,,,,,,,,,,
Surtido,autres fruits à coque,soja,lait,,,,,,,,,,,
Bebida de almendras  &quot;Alpro&quot;,Otros frutos de cáscara,,,,,,,,,,,,,
Caldo de verduras &quot;Gallina Blanca&quot;,Huevo,Leche,,,,,,,,,,,,
Turrón de Jijona,Soja,Otros frutos de cáscara,,,,,,,,,,,,
Turrón de Alicante,Soja,Frutos de cáscara,,,,,,,,,,,,
Tableta de chocolate negro &quot;Torras&quot; 70% cacao,Leche,Frutos de cáscara,,,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;Torras&quot; 40% cacao,Leche,,,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Torras&quot; con fresa 50% cacao,Leche,Frutos de cáscara,,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Torras&quot; 52% cacao,Leche,Frutos de cáscara,,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Torras&quot; con estevia 60% cacao,Frutos de cáscara,Leche,,,,,,,,,,,,
Galletas cookies &quot;Gullón&quot; Diet-fibra Chocolate,Leche,,,,,,,,,,,,,
Galletas cookies sin gluten &quot;Gullón&quot; Con cacao,Leche,,,,,,,,,,,,,
Galletas Digestive &quot;Gullón&quot; con muesli,Leche,,,,,,,,,,,,,
Tortitas de arroz &quot;Auchan&quot;,Gluten,,,,,,,,,,,,,
Galletas cookies sin gluten &quot;Gullón&quot; Con edulcorantes,Leche,Frutos secos,,,,,,,,,,,,
Tortitas de arroz con chocolate negro &quot;Vitalday&quot; &quot;Gullón&quot; Pack de 4,Gluten,Leche,,,,,,,,,,,,
Tortitas de arroz con chocolate negro &quot;Vitalday&quot; &quot;Gullón&quot; ,Gluten,Leche,,,,,,,,,,,,
Pisto en conserva &quot;Carretilla&quot;,Pescado,Crustáceos,Huevo,Lácteos,Soja,Apio,Moluscos,,,,,,,
Menestra de verduras en conserva &quot;Carretilla&quot;,Crustáceos,Huevo,Pescado,Soja,Lácteos,Apio,Sulfitos,Moluscos,,,,,,
Arroz precocinado &quot;Carretilla&quot; Basmati,Crustáceos,Huevo,Pescado,Soja,Leche,Apio,Moluscos,,,,,,,
Horchata de chufa ecológica &quot;Amandín&quot;,Frutos secos,Avena,Soja,,,,,,,,,,,
Bebida de trigo - Kamut ecológica &quot;Special Line&quot;,Frutos secos,Avena,Soja,Leche,Pescado,,,,,,,,,
Chocolat au lait fourré à l'orange.,gluten,fruits à coque,,,,,,,,,,,,
Aperitivo de patatas &quot;Frit Ravich&quot;,Trigo,Soja,,,,,,,,,,,,
Patatas fritas onduladas &quot;Vicente Vidal&quot; Río de Janeiro Style,Leche,Soja,Gluten,,,,,,,,,,,
Patatas fritas onduladas &quot;Vicente Vidal&quot; Tokio Style,Leche,Soja,Gluten,,,,,,,,,,,
Polos de soja recubiertos con chocolate &quot;Somosierra&quot; Pack de 6,Leche,,,,,,,,,,,,,
Delicias de cebolla Fresno,leche,huevo,pescado,gluten,soja,crustáceos,moluscos,frutos de cáscara,apio,mostaza,sésamo,,,
Tempura 5 verduras Fresno,Leche,Huevo,Pescado,Soja,Moluscos,Apio,Mostaza,Crustáceos,Frutos de cáscara,,,,,
Tempura de verduras congelada &quot;Maheso&quot;,Leche,Huevo,Soja,Pescado,Crustáceos,Moluscos,Frutos de cáscara,Apio,Mostaza,Sésamo,,,,
Tableta de chocolate negro &quot;Lacasa&quot; Con naranja 70% cacao,Cacahuete,Otros frutos secos,Lácteos,,,,,,,,,,,
Tableta de chocolate negro &quot;Lacasa&quot; 70% cacao,Cacahuetes,Frutos secos,Lácteos,,,,,,,,,,,
Mazapán de cabello de ángel &quot;Lacasa&quot;,Otros frutos secos,Lácteos,,,,,,,,,,,,
Risotto &quot;Trevijano&quot; De hongos,Apio,,,,,,,,,,,,,
Turrón de cacahuete &quot;El Mago de los Turrones&quot;,Gluten,Almendras,Avellanas,,,,,,,,,,,
La famusa,contient du Gluten,,,,,,,,,,,,,
Alcaparras &quot;Auchan&quot;,Pescado,Mostaza,Almendras,Altramuces,Crustáceos,Leche,,,,,,,,
Remolacha encurtida en tiras &quot;Auchan&quot;,Apio,Soja,,,,,,,,,,,,
Chorizo,Soja,Fruits à coque,,,,,,,,,,,,
Salsichon campesimo,Lécithine de soja,fruits à coques,,,,,,,,,,,,
Marques de Riscal 2012,Sulfitos,,,,,,,,,,,,,
Nueces de Brasil,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas aguasal,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Cacahuetes fritos con sal &quot;La Madrileña&quot;,Frutos de cáscara,Trigo,,,,,,,,,,,,
Pepinillos encurtidos &quot;Rioverde&quot; Tradicionales,Apio,Mostaza,,,,,,,,,,,,
Cebollitas encurtidas &quot;Rioverde&quot;,Apio,Mostaza,,,,,,,,,,,,
Brotes de judía mungo en conserva &quot;Rioverde&quot;,Apio,Mostaza,,,,,,,,,,,,
Pepinillos encurtidos &quot;Rioverde&quot; Agridulces,Apio,,,,,,,,,,,,,
Aceitunas verdes deshuesadas aliñadas &quot;Excelencia del Olivar&quot; Variedad Gordal,Sulfitos,,,,,,,,,,,,,
Leche sin lactosa semidesnatada &quot;Kaiku sin Lactosa Plus&quot; ,Leche,Lactosa,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; con naranja 56% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; 56% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; 73% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; con canela 56% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; con chili 73% cacao,Leche,Frutos secos,,,,,,,,,,,,
Tableta de chocolate negro con almendras ecológico &quot;Chocolates Solé&quot; 73% cacao,Leche,,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; 86% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; con aceite de oliva 73% cacao,Leche,Frutos secos,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Chocolates Solé&quot; endulzado con ágave. 73% cacao,Leche,Frutos secos,,,,,,,,,,,,
Nueces mondadas &quot;Sekitos&quot;,Cacahuetes,Otros frutos de cáscara,Gluten,Lactosa,Soja,Sésamo,Sulfitos,,,,,,,
Uvas pasas &quot;Casa Pons&quot; Variedad Sultana,Sulfitos,,,,,,,,,,,,,
Higos secos &quot;Casa Pons&quot;,Sulfitos,,,,,,,,,,,,,
Dátiles sin hueso &quot;Casa Pons&quot; Variedad Deglet Nour,Sulfitos,,,,,,,,,,,,,
Tableta de chocolate negro edulcorado &quot;Clavileño&quot; con naranja 70% cacao,Cereales,Cacahuetes,Leche,Frutos de cáscara,,,,,,,,,,
Trigo sarraceno ecológico &quot;Hijas del Sol&quot;,Gluten,Soja,Mostaza,,,,,,,,,,,
Galletas María con chocolate sin gluten &quot;Noglut&quot;,Leche,Avellanas,,,,,,,,,,,,
Mezcla de vegetales fritos &quot;Aperitivos Gancedo&quot;,Cacahuetes,Frutos de cáscara,Trigo,Centeno,Sésamo,Lactosa,Leche,Soja,,,,,,
Cacahuetes fritos con sal &quot;Aliada&quot;,Frutos de cáscara,Centeno,Lactosa,Sésamo,Trigo,Soja,Apio,,,,,,,
Bebida de avena &quot;Diet Rádisson&quot; Calcio,Gluten,,,,,,,,,,,,,
Aros de maíz &quot;Aliada&quot; ,Gluten,,,,,,,,,,,,,
La Guita Manzanilla,Sulfitos,,,,,,,,,,,,,
Pan de molde &quot;Bimbo&quot; Natural 100%,Sésamo,,,,,,,,,,,,,
Pan de molde integral &quot;Silueta&quot; Natural 100%,Sésamo,,,,,,,,,,,,,
Pão de forma familiar,sésamo,,,,,,,,,,,,,
Paté vegetal ecológico &quot;Oleander&quot; Ajo y finas hierbas,Soja,Frutos secos,Apio,Mostaza,Sésamo,Gluten,,,,,,,,
Polvorones con grasa vegetal ecológicos &quot;Belsi&quot;,Sésamo,Soja,Huevo,,,,,,,,,,,
Semillas de girasol con cáscara tostadas con sal &quot;El Piponazo&quot; ,Leche,,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas aguasal &quot;El Piponazo&quot; (150 g),Leche,,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas aguasal &quot;El Piponazo&quot; (100 g),Leche,,,,,,,,,,,,,
Yaourt nature Frigécrème,fruits à coque,oeuf,arachide,,,,,,,,,,,
Postre de soja &quot;Kalise&quot; Melocotón,Gluten,Frutos de cáscara,Leche,Huevo,Cacahuetes,,,,,,,,,
Aros de maíz &quot;Chaskis&quot; (200 g),Derivados lácteos,Soja,,,,,,,,,,,,
Aros de maíz &quot;Chaskis&quot; (100 g),Derivados lácteos,Soja,,,,,,,,,,,,
Aros de maíz &quot;Chaskis&quot; (150 g),Derivados lácteos,Soja,,,,,,,,,,,,
Tortilla chip,Glutes e soja,,,,,,,,,,,,,
Falafel congelado &quot;La Sirena&quot;,Gluten,Pescado,Leche,Huevos,,,,,,,,,,
Sorbete de limón &quot;La Sirena&quot;,Huevo,Cacahuetes,Soja,Leche,Frutos de cáscara,,,,,,,,,
Jengibre deshidratado &quot;Sekitos&quot;,Cacahuete,Frutos de cascara,Gluten,Lácteos,Soja,Sésamo,Sulfitos,,,,,,,
Pan de albaricoque con almendras &quot;Itac&quot;,Otros frutos secos,,,,,,,,,,,,,
Frutas de Aragón &quot;Nakoa&quot;,Lácteos,,,,,,,,,,,,,
